WORKSHEET,CATEGORY,SUBCATEGORY,DATA_TYPE,96_FIELD_NAME,10_FIELD_NAME,FIELD DESCRIPTION ,WKSHT CD,LINE,COLUMN
"2552-10 WORKSHEET E-3, PART IV-HOSPITAL",LTCH PPS,,NUMERIC,,E3_4_HOS_C1_9,,E30A184,00900,00100
"2552-10 WORKSHEET E-3, PART IV-HOSPITAL",LTCH PPS,,NUMERIC,,E3_4_HOS_C1_10,,E30A184,01000,00100
"2552-10 WORKSHEET E-3, PART IV-HOSPITAL",LTCH PPS,,NUMERIC,,E3_4_HOS_C1_11,,E30A184,01100,00100
"2552-10 WORKSHEET E-3, PART IV-HOSPITAL",LTCH PPS,,NUMERIC,,E3_4_HOS_C1_12,,E30A184,01200,00100
"2552-10 WORKSHEET E-3, PART IV-HOSPITAL",LTCH PPS,,NUMERIC,,E3_4_HOS_C1_13,,E30A184,01300,00100
"2552-10 WORKSHEET E-3, PART IV-HOSPITAL",LTCH PPS,,NUMERIC,,E3_4_HOS_C1_14,,E30A184,01400,00100
"2552-10 WORKSHEET E-3, PART IV-HOSPITAL",LTCH PPS,,NUMERIC,,E3_4_HOS_C1_15,,E30A184,01500,00100
"2552-10 WORKSHEET E-3, PART IV-HOSPITAL",LTCH PPS,,NUMERIC,,E3_4_HOS_C1_16,,E30A184,01600,00100
"2552-10 WORKSHEET E-3, PART IV-HOSPITAL",LTCH PPS,,NUMERIC,,E3_4_HOS_C1_17,,E30A184,01700,00100
"2552-10 WORKSHEET E-3, PART IV-HOSPITAL",LTCH PPS,,NUMERIC,,E3_4_HOS_C1_18,,E30A184,01800,00100
"2552-10 WORKSHEET E-3, PART IV-HOSPITAL",LTCH PPS,,NUMERIC,,E3_4_HOS_C1_19,,E30A184,01900,00100
"2552-10 WORKSHEET E-3, PART IV-HOSPITAL",LTCH PPS,,NUMERIC,,E3_4_HOS_C1_20,,E30A184,02000,00100
"2552-10 WORKSHEET E-3, PART IV-HOSPITAL",LTCH PPS,,ROLLUP,,E3_4_HOS_C1_21,,E30A184,02100,00100
"2552-10 WORKSHEET E-3, PART IV-HOSPITAL",LTCH PPS,,NUMERIC,,E3_4_HOS_C1_22,,E30A184,02200,00100
"2552-10 WORKSHEET E-3, PART IV-HOSPITAL",LTCH PPS,,NUMERIC,,E3_4_HOS_C1_2201,,E30A184,02201,00100
"2552-10 WORKSHEET E-3, PART IV-HOSPITAL",LTCH PPS,,NUMERIC,,E3_4_HOS_C1_23,,E30A184,02300,00100
"2552-10 WORKSHEET E-3, PART IV-HOSPITAL",LTCH PPS,,NUMERIC,,E3_4_HOS_C1_24,,E30A184,02400,00100
"2552-10 WORKSHEET E-3, PART IV-HOSPITAL",LTCH PPS,,NUMERIC,,E3_4_HOS_C1_25,,E30A184,02500,00100
"2552-10 WORKSHEET E-3, PART IV-HOSPITAL",LTCH PPS,,NUMERIC,,E3_4_HOS_C1_26,,E30A184,02600,00100
"2552-10 WORKSHEET E-3, PART IV-HOSPITAL",LTCH PPS,,NUMERIC,,E3_4_HOS_C1_50,,E30A184,05000,00100
"2552-10 WORKSHEET E-3, PART IV-HOSPITAL",LTCH PPS,,NUMERIC,,E3_4_HOS_C1_51,,E30A184,05100,00100
"2552-10 WORKSHEET E-3, PART IV-HOSPITAL",LTCH PPS,,NUMERIC,,E3_4_HOS_C1_52,,E30A184,05200,00100
"2552-10 WORKSHEET E-3, PART IV-HOSPITAL",LTCH PPS,,NUMERIC,,E3_4_HOS_C1_53,,E30A184,05300,00100
"2552-10 WORKSHEET E-3, PART IV-SUB1",LTCH PPS,,NUMERIC,,E3_4_SUB1_C1_1,,E31D184,00100,00100
"2552-10 WORKSHEET E-3, PART IV-SUB2",LTCH PPS,,NUMERIC,,E3_4_SUB1_C1_2,,E31D184,00200,00100
"2552-10 WORKSHEET E-3, PART IV-SUB3",LTCH PPS,,NUMERIC,,E3_4_SUB1_C1_3,,E31D184,00300,00100
"2552-10 WORKSHEET E-3, PART IV-SUB4",LTCH PPS,,NUMERIC,,E3_4_SUB1_C1_4,,E31D184,00400,00100
"2552-10 WORKSHEET E-3, PART IV-SUB5",LTCH PPS,,NUMERIC,,E3_4_SUB1_C1_5,,E31D184,00500,00100
"2552-10 WORKSHEET E-3, PART IV-SUB6",LTCH PPS,,NUMERIC,,E3_4_SUB1_C1_6,,E31D184,00600,00100
"2552-10 WORKSHEET E-3, PART IV-SUB7",LTCH PPS,,NUMERIC,,E3_4_SUB1_C1_7,,E31D184,00700,00100
"2552-10 WORKSHEET E-3, PART IV-SUB8",LTCH PPS,,NUMERIC,,E3_4_SUB1_C1_8,,E31D184,00800,00100
"2552-10 WORKSHEET E-3, PART IV-SUB9",LTCH PPS,,NUMERIC,,E3_4_SUB1_C1_9,,E31D184,00900,00100
"2552-10 WORKSHEET E-3, PART IV-SUB10",LTCH PPS,,NUMERIC,,E3_4_SUB1_C1_10,,E31D184,01000,00100
"2552-10 WORKSHEET E-3, PART IV-SUB11",LTCH PPS,,NUMERIC,,E3_4_SUB1_C1_11,,E31D184,01100,00100
"2552-10 WORKSHEET E-3, PART IV-SUB12",LTCH PPS,,NUMERIC,,E3_4_SUB1_C1_12,,E31D184,01200,00100
"2552-10 WORKSHEET E-3, PART IV-SUB13",LTCH PPS,,NUMERIC,,E3_4_SUB1_C1_13,,E31D184,01300,00100
"2552-10 WORKSHEET E-3, PART IV-SUB14",LTCH PPS,,NUMERIC,,E3_4_SUB1_C1_14,,E31D184,01400,00100
"2552-10 WORKSHEET E-3, PART IV-SUB15",LTCH PPS,,NUMERIC,,E3_4_SUB1_C1_15,,E31D184,01500,00100
"2552-10 WORKSHEET E-3, PART IV-SUB16",LTCH PPS,,NUMERIC,,E3_4_SUB1_C1_16,,E31D184,01600,00100
"2552-10 WORKSHEET E-3, PART IV-SUB17",LTCH PPS,,NUMERIC,,E3_4_SUB1_C1_17,,E31D184,01700,00100
"2552-10 WORKSHEET E-3, PART IV-SUB18",LTCH PPS,,NUMERIC,,E3_4_SUB1_C1_18,,E31D184,01800,00100
"2552-10 WORKSHEET E-3, PART IV-SUB19",LTCH PPS,,NUMERIC,,E3_4_SUB1_C1_19,,E31D184,01900,00100
"2552-10 WORKSHEET E-3, PART IV-SUB20",LTCH PPS,,NUMERIC,,E3_4_SUB1_C1_20,,E31D184,02000,00100
"2552-10 WORKSHEET E-3, PART IV-SUB21",LTCH PPS,,ROLLUP,,E3_4_SUB1_C1_21,,E31D184,02100,00100
"2552-10 WORKSHEET E-3, PART IV-SUB22",LTCH PPS,,NUMERIC,,E3_4_SUB1_C1_22,,E31D184,02200,00100
"2552-10 WORKSHEET E-3, PART IV-SUB23",LTCH PPS,,NUMERIC,,E3_4_SUB1_C1_23,,E31D184,02300,00100
"2552-10 WORKSHEET E-3, PART IV-SUB24",LTCH PPS,,NUMERIC,,E3_4_SUB1_C1_24,,E31D184,02400,00100
"2552-10 WORKSHEET E-3, PART IV-SUB25",LTCH PPS,,NUMERIC,,E3_4_SUB1_C1_25,,E31D184,02500,00100
"2552-10 WORKSHEET E-3, PART IV-SUB26",LTCH PPS,,NUMERIC,,E3_4_SUB1_C1_26,,E31D184,02600,00100
"2552-10 WORKSHEET E-3, PART IV-SUB27",LTCH PPS,,NUMERIC,,E3_4_SUB1_C1_50,,E31D184,05000,00100
"2552-10 WORKSHEET E-3, PART IV-SUB28",LTCH PPS,,NUMERIC,,E3_4_SUB1_C1_51,,E31D184,05100,00100
"2552-10 WORKSHEET E-3, PART IV-SUB29",LTCH PPS,,NUMERIC,,E3_4_SUB1_C1_52,,E31D184,05200,00100
"2552-10 WORKSHEET E-3, PART IV-SUB30",LTCH PPS,,NUMERIC,,E3_4_SUB1_C1_53,,E31D184,05300,00100
"2552-10 WORKSHEET E-3, PART IV-SUBII",LTCH PPS,,NUMERIC,,E3_4_SUB2_C1_1,,E32D184,00100,00100
"2552-10 WORKSHEET E-3, PART IV-SUBII",LTCH PPS,,NUMERIC,,E3_4_SUB2_C1_2,,E32D184,00200,00100
"2552-10 WORKSHEET E-3, PART IV-SUBII",LTCH PPS,,NUMERIC,,E3_4_SUB2_C1_3,,E32D184,00300,00100
"2552-10 WORKSHEET E-3, PART IV-SUBII",LTCH PPS,,NUMERIC,,E3_4_SUB2_C1_4,,E32D184,00400,00100
"2552-10 WORKSHEET E-3, PART IV-SUBII",LTCH PPS,,NUMERIC,,E3_4_SUB2_C1_5,,E32D184,00500,00100
"2552-10 WORKSHEET E-3, PART IV-SUBII",LTCH PPS,,NUMERIC,,E3_4_SUB2_C1_6,,E32D184,00600,00100
"2552-10 WORKSHEET E-3, PART IV-SUBII",LTCH PPS,,NUMERIC,,E3_4_SUB2_C1_7,,E32D184,00700,00100
"2552-10 WORKSHEET E-3, PART IV-SUBII",LTCH PPS,,NUMERIC,,E3_4_SUB2_C1_8,,E32D184,00800,00100
"2552-10 WORKSHEET E-3, PART IV-SUBII",LTCH PPS,,NUMERIC,,E3_4_SUB2_C1_9,,E32D184,00900,00100
"2552-10 WORKSHEET E-3, PART IV-SUBII",LTCH PPS,,NUMERIC,,E3_4_SUB2_C1_10,,E32D184,01000,00100
"2552-10 WORKSHEET E-3, PART IV-SUBII",LTCH PPS,,NUMERIC,,E3_4_SUB2_C1_11,,E32D184,01100,00100
"2552-10 WORKSHEET E-3, PART IV-SUBII",LTCH PPS,,NUMERIC,,E3_4_SUB2_C1_12,,E32D184,01200,00100
"2552-10 WORKSHEET E-3, PART IV-SUBII",LTCH PPS,,NUMERIC,,E3_4_SUB2_C1_13,,E32D184,01300,00100
"2552-10 WORKSHEET E-3, PART IV-SUBII",LTCH PPS,,NUMERIC,,E3_4_SUB2_C1_14,,E32D184,01400,00100
"2552-10 WORKSHEET E-3, PART IV-SUBII",LTCH PPS,,NUMERIC,,E3_4_SUB2_C1_15,,E32D184,01500,00100
"2552-10 WORKSHEET E-3, PART IV-SUBII",LTCH PPS,,NUMERIC,,E3_4_SUB2_C1_16,,E32D184,01600,00100
"2552-10 WORKSHEET E-3, PART IV-SUBII",LTCH PPS,,NUMERIC,,E3_4_SUB2_C1_17,,E32D184,01700,00100
"2552-10 WORKSHEET E-3, PART IV-SUBII",LTCH PPS,,NUMERIC,,E3_4_SUB2_C1_18,,E32D184,01800,00100
"2552-10 WORKSHEET E-3, PART IV-SUBII",LTCH PPS,,NUMERIC,,E3_4_SUB2_C1_19,,E32D184,01900,00100
"2552-10 WORKSHEET E-3, PART IV-SUBII",LTCH PPS,,NUMERIC,,E3_4_SUB2_C1_20,,E32D184,02000,00100
"2552-10 WORKSHEET E-3, PART IV-SUBII",LTCH PPS,,ROLLUP,,E3_4_SUB2_C1_21,,E32D184,02100,00100
"2552-10 WORKSHEET E-3, PART IV-SUBII",LTCH PPS,,NUMERIC,,E3_4_SUB2_C1_22,,E32D184,02200,00100
"2552-10 WORKSHEET E-3, PART IV-SUBII",LTCH PPS,,NUMERIC,,E3_4_SUB2_C1_23,,E32D184,02300,00100
"2552-10 WORKSHEET E-3, PART IV-SUBII",LTCH PPS,,NUMERIC,,E3_4_SUB2_C1_24,,E32D184,02400,00100
"2552-10 WORKSHEET E-3, PART IV-SUBII",LTCH PPS,,NUMERIC,,E3_4_SUB2_C1_25,,E32D184,02500,00100
"2552-10 WORKSHEET E-3, PART IV-SUBII",LTCH PPS,,NUMERIC,,E3_4_SUB2_C1_26,,E32D184,02600,00100
"2552-10 WORKSHEET E-3, PART IV-SUBII",LTCH PPS,,NUMERIC,,E3_4_SUB2_C1_50,,E32D184,05000,00100
"2552-10 WORKSHEET E-3, PART IV-SUBII",LTCH PPS,,NUMERIC,,E3_4_SUB2_C1_51,,E32D184,05100,00100
"2552-10 WORKSHEET E-3, PART IV-SUBII",LTCH PPS,,NUMERIC,,E3_4_SUB2_C1_52,,E32D184,05200,00100
"2552-10 WORKSHEET E-3, PART IV-SUBII",LTCH PPS,,NUMERIC,,E3_4_SUB2_C1_53,,E32D184,05300,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_1,,E30A185,00100,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_2,,E30A185,00200,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_3,,E30A185,00300,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_4,,E30A185,00400,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_5,,E30A185,00500,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_6,,E30A185,00600,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_7,,E30A185,00700,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_8,,E30A185,00800,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_9,,E30A185,00900,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_10,,E30A185,01000,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_11,,E30A185,01100,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_12,,E30A185,01200,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_13,,E30A185,01300,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_14,,E30A185,01400,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_15,,E30A185,01500,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_16,,E30A185,01600,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_17,,E30A185,01700,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_18,,E30A185,01800,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_19,,E30A185,01900,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_20,,E30A185,02000,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_21,,E30A185,02100,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_22,,E30A185,02200,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_23,,E30A185,02300,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_24,,E30A185,02400,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_25,,E30A185,02500,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_26,,E30A185,02600,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_27,,E30A185,02700,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_28,,E30A185,02800,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_29,,E30A185,02900,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_30,,E30A185,03000,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_31,,E30A185,03100,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_32,,E30A185,03200,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_33,,E30A185,03300,00100
"2552-10 WORKSHEET E-3, PART V ",,,NUMERIC,,E3_5_C1_34,,E30A185,03400,00100
"2552-10 WORKSHEET E-3, PART VI FOR SNF",CALCULATION OF REIMBURSEMENT SETTLEMENT,,NUMERIC,,E3_6_SNF_C1_1,,E30E186,00100,00100
"2552-10 WORKSHEET E-3, PART VI FOR SNF",CALCULATION OF REIMBURSEMENT SETTLEMENT,,NUMERIC,,E3_6_SNF_C1_2,,E30E186,00200,00100
"2552-10 WORKSHEET E-3, PART VI FOR SNF",CALCULATION OF REIMBURSEMENT SETTLEMENT,,NUMERIC,,E3_6_SNF_C1_3,,E30E186,00300,00100
"2552-10 WORKSHEET E-3, PART VI FOR SNF",CALCULATION OF REIMBURSEMENT SETTLEMENT,,NUMERIC,,E3_6_SNF_C1_4,,E30E186,00400,00100
"2552-10 WORKSHEET E-3, PART VI FOR SNF",CALCULATION OF REIMBURSEMENT SETTLEMENT,,NUMERIC,,E3_6_SNF_C1_5,,E30E186,00500,00100
"2552-10 WORKSHEET E-3, PART VI FOR SNF",CALCULATION OF REIMBURSEMENT SETTLEMENT,,NUMERIC,,E3_6_SNF_C1_6,,E30E186,00600,00100
"2552-10 WORKSHEET E-3, PART VI FOR SNF",CALCULATION OF REIMBURSEMENT SETTLEMENT,,NUMERIC,,E3_6_SNF_C1_7,,E30E186,00700,00100
"2552-10 WORKSHEET E-3, PART VI FOR SNF",CALCULATION OF REIMBURSEMENT SETTLEMENT,,NUMERIC,,E3_6_SNF_C1_8,,E30E186,00800,00100
"2552-10 WORKSHEET E-3, PART VI FOR SNF",CALCULATION OF REIMBURSEMENT SETTLEMENT,,NUMERIC,,E3_6_SNF_C1_9,,E30E186,00900,00100
"2552-10 WORKSHEET E-3, PART VI FOR SNF",CALCULATION OF REIMBURSEMENT SETTLEMENT,,NUMERIC,,E3_6_SNF_C1_10,,E30E186,01000,00100
"2552-10 WORKSHEET E-3, PART VI FOR SNF",CALCULATION OF REIMBURSEMENT SETTLEMENT,,NUMERIC,,E3_6_SNF_C1_11,,E30E186,01100,00100
"2552-10 WORKSHEET E-3, PART VI FOR SNF",CALCULATION OF REIMBURSEMENT SETTLEMENT,,NUMERIC,,E3_6_SNF_C1_12,,E30E186,01200,00100
"2552-10 WORKSHEET E-3, PART VI FOR SNF",CALCULATION OF REIMBURSEMENT SETTLEMENT,,NUMERIC,,E3_6_SNF_C1_13,,E30E186,01300,00100
"2552-10 WORKSHEET E-3, PART VI FOR SNF",CALCULATION OF REIMBURSEMENT SETTLEMENT,,ROLLUP,,E3_6_SNF_C1_14,,E30E186,01400,00100
"2552-10 WORKSHEET E-3, PART VI FOR SNF",CALCULATION OF REIMBURSEMENT SETTLEMENT,,NUMERIC,,E3_6_SNF_C1_15,,E30E186,01500,00100
"2552-10 WORKSHEET E-3, PART VI FOR SNF",CALCULATION OF REIMBURSEMENT SETTLEMENT,,NUMERIC,,E3_6_SNF_C1_16,,E30E186,01600,00100
"2552-10 WORKSHEET E-3, PART VI FOR SNF",CALCULATION OF REIMBURSEMENT SETTLEMENT,,NUMERIC,,E3_6_SNF_C1_17,,E30E186,01700,00100
"2552-10 WORKSHEET E-3, PART VI FOR SNF",CALCULATION OF REIMBURSEMENT SETTLEMENT,,NUMERIC,,E3_6_SNF_C1_18,,E30E186,01800,00100
"2552-10 WORKSHEET E-3, PART VI FOR SNF",CALCULATION OF REIMBURSEMENT SETTLEMENT,,NUMERIC,,E3_6_SNF_C1_19,,E30E186,01900,00100
2552-10 WORKSHEET E-4,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_1,,E40A180,00100,00100
2552-10 WORKSHEET E-5,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_2,,E40A180,00200,00100
2552-10 WORKSHEET E-6,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_3,,E40A180,00300,00100
2552-10 WORKSHEET E-7,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_301,,E40A180,00301,00100
2552-10 WORKSHEET E-8,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_4,,E40A180,00400,00100
2552-10 WORKSHEET E-9,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_401,,E40A180,00401,00100
2552-10 WORKSHEET E-10,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_402,,E40A180,00402,00100
2552-10 WORKSHEET E-11,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_5,,E40A180,00500,00100
2552-10 WORKSHEET E-12,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_6,,E40A180,00600,00100
2552-10 WORKSHEET E-13,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_7,,E40A180,00700,00100
2552-10 WORKSHEET E-14,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_8,,E40A180,00800,00100
2552-10 WORKSHEET E-15,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_9,,E40A180,00900,00100
2552-10 WORKSHEET E-16,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_10,,E40A180,01000,00100
2552-10 WORKSHEET E-17,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_11,,E40A180,01100,00100
2552-10 WORKSHEET E-18,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_12,,E40A180,01200,00100
2552-10 WORKSHEET E-19,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_13,,E40A180,01300,00100
2552-10 WORKSHEET E-20,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_14,,E40A180,01400,00100
2552-10 WORKSHEET E-21,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_15,,E40A180,01500,00100
2552-10 WORKSHEET E-22,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_16,,E40A180,01600,00100
2552-10 WORKSHEET E-23,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_17,,E40A180,01700,00100
2552-10 WORKSHEET E-24,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_18,,E40A180,01800,00100
2552-10 WORKSHEET E-25,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_19,,E40A180,01900,00100
2552-10 WORKSHEET E-26,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_20,,E40A180,02000,00100
2552-10 WORKSHEET E-27,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_21,,E40A180,02100,00100
2552-10 WORKSHEET E-28,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_22,,E40A180,02200,00100
2552-10 WORKSHEET E-29,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_23,,E40A180,02300,00100
2552-10 WORKSHEET E-30,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_24,,E40A180,02400,00100
2552-10 WORKSHEET E-31,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_25,,E40A180,02500,00100
2552-10 WORKSHEET E-32,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_26,,E40A180,02600,00100
2552-10 WORKSHEET E-33,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_27,,E40A180,02700,00100
2552-10 WORKSHEET E-34,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_28,,E40A180,02800,00100
2552-10 WORKSHEET E-35,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_29,,E40A180,02900,00100
2552-10 WORKSHEET E-36,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_30,,E40A180,03000,00100
2552-10 WORKSHEET E-37,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_31,,E40A180,03100,00100
2552-10 WORKSHEET E-38,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_32,,E40A180,03200,00100
2552-10 WORKSHEET E-39,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_33,,E40A180,03300,00100
2552-10 WORKSHEET E-40,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_34,,E40A180,03400,00100
2552-10 WORKSHEET E-41,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_35,,E40A180,03500,00100
2552-10 WORKSHEET E-42,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_36,,E40A180,03600,00100
2552-10 WORKSHEET E-43,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_37,,E40A180,03700,00100
2552-10 WORKSHEET E-44,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_38,,E40A180,03800,00100
2552-10 WORKSHEET E-45,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_39,,E40A180,03900,00100
2552-10 WORKSHEET E-46,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_40,,E40A180,04000,00100
2552-10 WORKSHEET E-47,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_41,,E40A180,04100,00100
2552-10 WORKSHEET E-48,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_42,,E40A180,04200,00100
2552-10 WORKSHEET E-49,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_43,,E40A180,04300,00100
2552-10 WORKSHEET E-50,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_44,,E40A180,04400,00100
2552-10 WORKSHEET E-51,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_45,,E40A180,04500,00100
2552-10 WORKSHEET E-52,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_46,,E40A180,04600,00100
2552-10 WORKSHEET E-53,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_47,,E40A180,04700,00100
2552-10 WORKSHEET E-54,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_48,,E40A180,04800,00100
2552-10 WORKSHEET E-55,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_49,,E40A180,04900,00100
2552-10 WORKSHEET E-56,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C1_50,,E40A180,05000,00100
2552-10 WORKSHEET E-57,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C2_8,,E40A180,00800,00200
2552-10 WORKSHEET E-58,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C2_9,,E40A180,00900,00200
2552-10 WORKSHEET E-59,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C2_10,,E40A180,01000,00200
2552-10 WORKSHEET E-60,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C2_11,,E40A180,01100,00200
2552-10 WORKSHEET E-61,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C2_12,,E40A180,01200,00200
2552-10 WORKSHEET E-62,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C2_13,,E40A180,01300,00200
2552-10 WORKSHEET E-63,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C2_14,,E40A180,01400,00200
2552-10 WORKSHEET E-64,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C2_15,,E40A180,01500,00200
2552-10 WORKSHEET E-65,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C2_16,,E40A180,01600,00200
2552-10 WORKSHEET E-66,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C2_17,,E40A180,01700,00200
2552-10 WORKSHEET E-67,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C2_18,,E40A180,01800,00200
2552-10 WORKSHEET E-68,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C2_19,,E40A180,01900,00200
2552-10 WORKSHEET E-69,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C2_26,,E40A180,02600,00200
2552-10 WORKSHEET E-70,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C2_27,,E40A180,02700,00200
2552-10 WORKSHEET E-71,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C2_28,,E40A180,02800,00200
2552-10 WORKSHEET E-72,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C2_29,,E40A180,02900,00200
2552-10 WORKSHEET E-73,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C2_30,,E40A180,03000,00200
2552-10 WORKSHEET E-74,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C3_8,,E40A180,00800,00300
2552-10 WORKSHEET E-75,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C3_9,,E40A180,00900,00300
